Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción del proyecto;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
;;001;077;92501;63901;2016/000396;2016/230396;OFICINA ATENCIÓN A LA CIUDADANÍA LÍNEA MADRID VILLA DE VALLECAS. SEÑALIZACIÓN;218;VILLA DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;1.639,91;1.639,91;0,00;0,00;1.639,91;1.639,91;1.639,91;0,00;0,00
;;001;077;92501;63901;2016/000396;2016/240396;OFICINA ATENCIÓN A LA CIUDADANÍA LÍNEA MADRID VILLAVERDE. SEÑALIZACIÓN;217;VILLAVERDE;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;442,01;442,01;0,00;0,00;442,01;442,01;442,01;0,00;0,00
;;001;077;92501;63901;2016/000396;2016/250396;OFICINA ATENCIÓN A LA CIUDADANÍA LÍNEA MADRID NUMANCIA. SEÑALIZACIÓN;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;679,78;679,78;0,00;0,00;679,78;679,78;679,78;0,00;0,00
;;001;077;92501;63901;2016/000396;2016/260396;OFICINA ATENCIÓN A LA CIUDADANÍA LÍNEA MADRID SANCHINARRO. SEÑALIZACIÓN;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;556,96;556,96;0,00;0,00;556,96;556,96;556,96;0,00;0,00
;;001;087;15000;62301;2015/000444;2015/000444;SERVICIOS ADMINISTRATIVOS DESARROLLO URBANO SOSTENIBLE. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;6.015,00;6.015,00;5,99;0,00;6.009,01;6.009,01;6.009,01;0,00;6.009,01
;;001;087;15000;62500;2016/000669;2016/000669;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DESARROLLO URBANO SOSTENIBLE;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;13.672,55;13.672,55;0,00;0,00;13.672,55;13.672,55;13.672,55;0,00;13.672,55
;;001;087;15101;62601;2016/000298;2016/000298;DISCOS DUROS PARA ALMACENAMIENTO DE INFORMACIÓN GEOGRÁFICA;999;NO DISTRITALIZABLE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;;;;;;;1.000,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15101;62999;2006/000513;2006/000513;SOPORTES Y DESARROLLOS CARTOGRÁFICOS URBANISMO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;53.566,00;26.782,70;80.348,70;0,60;0,00;80.348,10;80.348,10;80.348,10;0,00;53.565,40
;;001;087;15102;60000;2003/001006;2003/001006;ADQUISICIÓN DE SUELO EN PARQUE LINEAL MANZANARES SUR. ZONA VERDE;998;VARIOS DISTRITOS;06;URBANISMO;00;ADQUISICIÓN SUELO PARA INFRASTRUCTURAS Y USO GENER;;;;;;;21.856.083,00;-21.844.667,01;11.415,99;65,70;0,00;11.350,29;11.350,29;11.350,29;0,00;0,00
;;001;087;15102;60000;2003/001060;2003/001060;ADQUISICIÓN DE SUELO C/CARMEN BARRIOS. ZONA VERDE;210;LATINA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;478,49;478,49;0,00;0,00;478,49;478,49;478,49;0,00;478,49
;;001;087;15102;60000;2003/001069;2003/001069;ADQUISICIÓN DE SUELO EN LA C/ AYERBE. VIARIO;221;BARAJAS;06;URBANISMO;00;ADQUISICIÓN SUELO PARA INFRASTRUCTURAS Y USO GENER;;;;;;;0,00;415.592,02;415.592,02;406.047,44;0,00;9.544,58;9.544,58;9.544,58;0,00;0,00
;;001;087;15102;60000;2003/001178;2003/001178;ADQUISICIÓN SUELO HUERTA DEL OBISPO. ZONA VERDE;206;TETUAN;06;URBANISMO;00;ADQUISICIÓN SUELO PARA INFRASTRUCTURAS Y USO GENER;;;;;;;0,00;628.726,54;628.726,54;0,00;0,00;628.726,54;628.726,54;628.726,54;0,00;74.467,61
;;001;087;15102;60000;2003/001330;2003/001330;NUEVA CONEXIÓN CN-II Y DISTRIBUIDOR ESTE. ADQUISICIÓN DE SUELO;220;SAN BLAS-CANILLEJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;289.437,01;289.437,01;46.439,00;0,00;242.998,01;242.998,01;242.998,01;0,00;0,00
;;001;087;15102;60000;2003/001333;2003/001333;ADQUISICIÓN SUELO C/VILLABLANCA C/V Cº DE AMBROZ. VIARIO;219;VICALVARO;06;URBANISMO;00;ADQUISICIÓN SUELO PARA INFRASTRUCTURAS Y USO GENER;;;;;;;0,00;418.864,52;418.864,52;0,00;0,00;418.864,52;418.864,52;418.864,52;0,00;418.864,52
;;001;087;15102;60000;2005/000090;2005/040090;ADQUISICIÓN SUELO C/ARROYO FRESNO Y AV.CARDENAL HERRERA ORIA. VIARIO;208;FUENCARRAL-EL PARDO;06;URBANISMO;00;ADQUISICIÓN SUELO PARA INFRASTRUCTURAS Y USO GENER;;;;;;;0,00;75.277,36;75.277,36;0,00;0,00;75.277,36;75.277,36;75.277,36;0,00;0,00
;;001;087;15102;60000;2005/000090;2005/110090;ADQUISICIÓN SUELO EN CALLE ORIÓN. VIARIO;221;BARAJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;628.912,53;628.912,53;0,00;0,00;628.912,53;628.912,53;628.912,53;0,00;0,00
;;001;087;15102;60000;2005/001472;2005/001472;ADQUISICIÓN DE SUELO EN NUEVOS ACCESOS AL VERTEDERO DE VILLA DE VALLECAS;218;VILLA DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN SUELO PARA INFRASTRUCTURAS Y USO GENER;;;;;;;0,00;2.573,68;2.573,68;0,00;0,00;2.573,68;2.573,68;2.573,68;0,00;514,74
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60903;2007/000401;2007/020401;PLAZA CÍVICA. OBRAS DE URBANIZACIÓN;220;SAN BLAS-CANILLEJAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;26.205,16;26.205,16;26.205,16;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60903;2007/000401;2007/030401;UNIDAD VECINAL 4 DE ENTREVÍAS. URBANIZACIÓN;213;PUENTE DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;25.747,27;25.747,27;25.747,27;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60903;2008/000734;2008/000734;COLONIA BORJA. URBANIZACIÓN;210;LATINA;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;93.396,01;93.396,01;93.396,01;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60903;2008/000735;2008/000735;COLONIA LA VIÑA DE ENTREVÍAS. URBANIZACIÓN;213;PUENTE DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;40.979,59;40.979,59;40.979,59;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60903;2014/000254;2014/000254;C/ ALEJANDRO CASONA, 38 C/V. ANGELITA CAMARERO. OBRAS DE URBANIZACIÓN;208;FUENCARRAL-EL PARDO;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;28.925,62;28.925,62;28.925,62;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60903;2014/000288;2014/000288;C/ CHULAPOS, 1 C/V Pº MELANCÓLICOS. OBRAS DE URBANIZACIÓN;202;ARGANZUELA;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;42.975,21;42.975,21;19.819,23;0,00;23.155,98;23.155,98;23.155,98;0,00;23.155,98
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60903;2015/000417;2015/000417;C/ PIQUEÑAS, 16. OBRAS DE URBANIZACIÓN;211;CARABANCHEL;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;13.223,14;13.223,14;779,68;0,00;12.443,46;12.443,46;12.443,46;0,00;12.443,46
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60903;2015/000418;2015/000418;C/ CANDELARIA MORA, 2 Y 4 C/V. RICARDO GOIZUETA, 25. OBRAS DE URBANIZACIÓN;202;ARGANZUELA;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;12.794,96;12.794,96;0,00;0,00;12.794,96;12.794,96;12.794,96;0,00;12.794,96
;;001;002;91230;62301;2016/000655;2016/000655;SERVICIOS SECRETARÍA GENERAL DEL PLENO. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;325,00;325,00;8,95;0,00;316,05;316,05;316,05;0,00;316,05
;;001;002;91230;62599;2016/000573;2016/000573;EQUIPAMIENTO SERVICIOS SECRETARÍA GENERAL DEL PLENO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;3.223,00;3.223,00;20,99;0,00;3.202,01;3.202,01;3.202,01;0,00;3.202,01
;;001;002;91230;62601;2016/000624;2016/000624;SERVICIOS SECRETARÍA GENERAL DEL PLENO. EQUIPOS PARA PROCESOS DE DATOS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;21.740,49;21.740,49;0,00;0,00;21.740,49;21.740,49;21.740,49;0,00;21.740,49
;;001;002;91240;62301;2016/000941;2016/000941;SERVICIOS GRUPOS POLÍTICOS MUNICIPALES. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;002;91240;62500;2016/000572;2016/000572;EQUIPAMIENTO SERVICIOS GRUPOS POLÍTICOS MUNICIPALES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;425,00;425,00;0,13;0,00;424,87;424,87;424,87;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2016/009029;2016/009029;IFS-CENTRO DEPORTIVO PLATA Y CASTAÑAR. OBRAS DE ACCESIBILIDAD;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;55.000,00;55.000,00;0,00;11,67;54.988,33;54.988,33;52.062,33;0,00;13.607,08
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2016/009030;2016/009030;IFS-PISCINA DEL CENTRO DEPORTIVO LA VAGUADA. OBRAS DE ACCESIBILIDAD;208;FUENCARRAL-EL PARDO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;45.000,00;45.000,00;0,00;16,62;44.983,38;44.983,38;40.521,96;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2016/009031;2016/009031;IFS-CENTRO INTEGRADO JAZMÍN. C/ JAZMÍN 48. REFORMAS;215;CIUDAD LINEAL;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;165.000,00;165.000,00;0,00;20,26;164.979,74;164.979,74;154.002,94;0,00;45.007,83
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2016/009032;2016/009032;IFS-CENTRO DE DIA Y ALZHEIMER AURORA VILLA. REFORMA;211;CARABANCHEL;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50.000,00;50.000,00;0,00;7.883,26;42.116,74;42.116,74;39.219,49;0,00;21.517,49
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2016/009033;2016/009033;IFS-CENTRO DE ATENCIÓN BÁSICA SOCIOSANITARIA PARA DROGODEPENDIENTES DE MADRID SALUD. REHABILITACIÓN;201;CENTRO;04;SALUD PÚBLICA;03;DROGODEPENDECIAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;2.080.000,00;2.080.000,00;16.177,00;0,00;2.063.823,00;2.063.823,00;892.171,93;0,00;151.192,19
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2016/009034;2016/009034;IFS-POLIDEPORTIVO DE MORATALAZ. OBRAS DE ACCESIBILIDAD Y REFORMAS;214;MORATALAZ;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;350.000,00;350.000,00;0,00;982,87;349.017,13;349.017,13;347.396,58;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2016/009035;2016/009035;IFS-POLIDEPORTIVO GALLUR. REFORMA CAMPO DE FÚTBOL, PISTAS EXTERIORES Y VESTUARIOS;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1.000.000,00;1.000.000,00;0,00;108,13;999.891,87;999.891,87;997.882,03;0,00;196.953,66
4;SC Y CE FINANC. CON RTG;001;057;93303;63200;2016/009036;2016/009036;IFS-POLIDEPORTIVO LA ELIPA. OBRAS DE REFORMA;214;MORATALAZ;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1.200.000,00;1.200.000,00;0,00;59,75;1.199.940,25;1.199.940,25;864.255,25;0,00;173.021,77
;;001;067;13510;62599;2016/000115;2016/000115;BASE 0 DE SAMUR-PROTECCIÓN CIVIL. MOBILIARIO;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;100.000,00;-42.167,47;57.832,53;20,48;4.784,34;53.027,71;53.027,71;53.027,71;0,00;21.791,39
;;001;067;13510;62600;2016/000112;2016/000112;EQUIPOS DE COMUNICACIÓN PARA SAMUR-PROTECCIÓN CIVIL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;32.000,00;-12.900,00;19.100,00;79,95;5.626,40;13.393,65;13.393,65;13.393,65;0,00;13.393,65
;;001;067;13510;62999;2015/000162;2015/000162;MATERIAL PARA INCIDENTES ESPECIALES Y FORMACIÓN SAMUR PROTECCIÓN CIVIL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0,00;1.270,50;1.270,50;0,00;0,00;1.270,50;1.270,50;1.270,50;0,00;1.270,50
;;001;067;13510;62999;2016/000113;2016/000113;NUEVO MATERIAL ESPECÍFICO PARA SAMUR-PROTECCIÓN CIVIL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;67.825,00;-1.678,53;66.146,47;0,01;0,00;66.146,46;66.146,46;66.146,46;0,00;64.258,86
;;001;067;13510;63300;2016/000109;2016/000109;MAQUINARIA PARA SAMUR-PROTECCIÓN CIVIL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;067;13510;63300;2016/000114;2016/000114;DESFIBRILADORES PARA SAMUR-PROTECCIÓN CIVIL;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;200.000,00;97.871,91;297.871,91;220.460,95;0,00;77.410,96;0,00;0,00;0,00;0,00
;;001;067;13510;63301;2016/000784;2016/000784;BASE SAMUR 15 DISTRITO SALAMANCA. INSTALACIONES DE CLIMATIZACIÓN;204;SALAMANCA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;067;13510;63301;2016/000922;2016/000922;BASE 0 SAMUR-PROTECCIÓN CIVIL. ADECUACIÓN CLIMATIZACIÓN;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;0,00;4.000,00;4.000,00;854,97;0,00;3.145,03;3.145,03;3.145,03;0,00;0,00
;;001;067;13510;63500;2016/000115;2016/000115;BASE 0 DE SAMUR-PROTECCIÓN CIVIL. MOBILIARIO;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;250.000,00;-85.338,18;164.661,82;0,00;59.528,42;105.133,40;105.133,40;105.133,40;0,00;14.786,20
;;001;087;15102;60901;2007/000240;2007/010240;ÁREA PLANEAMIENTO REMITIDO 02.06 MÉNDEZ ALVARO NORTE I. COMPENSACIÓN;202;ARGANZUELA;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;456.626,00;54.888,49;511.514,49;0,00;0,00;511.514,49;511.514,49;511.514,27;0,00;511.514,27
;;001;087;15102;60901;2009/000488;2009/000488;UZP 2.03 DESARROLLO DEL ESTE LOS AHIJONES. COMPENSACIÓN;219;VICALVARO;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;211.127,00;183.946,15;395.073,15;0,00;0,00;395.073,15;395.073,15;395.073,15;0,00;395.073,15
;;001;087;15102;60901;2010/000216;2010/000216;ÁREA DE PLANEAMIENTO REMITIDO 08.01 CALLE CANTALEJO. COMPENSACIÓN;208;FUENCARRAL-EL PARDO;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;13.301,00;6.220,60;19.521,60;0,00;0,00;19.521,60;19.521,60;19.521,60;0,00;19.521,60
;;001;087;15102;60901;2010/000393;2010/000393;SUELO URBANIZABLE PROGRAMADO 3.01 DESARROLLO DEL ESTE VALDECARROS;218;VILLA DE VALLECAS;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;122.304,00;-122.304,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60901;2014/000198;2014/000198;JUNTA DE COMPENSACIÓN PLANETARIO MENESES. OBRAS DE URBANIZACIÓN;202;ARGANZUELA;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;274.864,00;-268.714,52;6.149,48;0,00;0,00;6.149,48;6.149,48;6.149,48;0,00;6.149,48
;;001;087;15102;60901;2015/000464;2015/000464;CALLE LENGUAS ESTE. URBANIZACIÓN A TRAVÉS DEL SISTEMA DE COMPENSACIÓN;217;VILLAVERDE;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;4.630,00;-4.630,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15102;60902;2003/001163;2003/001163;ÁREA DE PLANEAMIENTO INCORPORADO SANDALIA NAVAS 08.13;208;FUENCARRAL-EL PARDO;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0,00;60.078,31;60.078,31;60.078,31;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15102;60902;2003/001255;2003/001255;POLÍGONO DE COOPERACIÓN C/ALAR DEL REY Y TRAVESÍA DE ALARO;221;BARAJAS;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0,00;8.787,20;8.787,20;8.787,20;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15102;60902;2003/001300;2003/001300;ÁREA DE PLANEAMIENTO ESPECÍFICO CÁRCAVAS 16.07;216;HORTALEZA;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0,00;235.016,21;235.016,21;235.016,21;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;087;15321;61910;2016/000721;2016/000721;VIAL CAMINO ALTO DE SAN ISIDRO. ADECUACIÓN CONDICIONES DE SEGURIDAD Y ACCESIBILIDAD;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;50.000,00;50.000,00;47.459,00;0,00;2.541,00;2.541,00;2.541,00;0,00;0,00
