Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción del proyecto;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
;;001;012;46200;62500;2017/000250;2017/000250;EQUIPAMIENTO SERVICIOS INNOVACIÓN ABIERTA LA N@VE;217;VILLAVERDE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;;;;;;;350.000,00;0,00;350.000,00;250.000,00;100.000,00;0,00;0,00;0,00;0,00;0,00
;;001;012;46200;62599;2017/000250;2017/000250;EQUIPAMIENTO SERVICIOS INNOVACIÓN ABIERTA LA N@VE;217;VILLAVERDE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;;;;;;;0,00;50.000,00;50.000,00;0,00;11.031,32;38.968,68;38.968,68;38.968,68;0,00;38.968,68
;;001;012;46200;62600;2017/000352;2017/000352;CENTRO DE INNOVACIÓN LA N@VE. EQUIPOS DE COMUNICACIÓN;217;VILLAVERDE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;;;;;;;250.000,00;0,00;250.000,00;104.218,91;0,00;145.781,09;145.781,09;145.781,09;0,00;145.781,09
;;001;012;46200;63200;2017/000252;2017/000252;CENTRO DE INNOVACIÓN LA N@VE. OBRAS DE MEJORA Y TRABAJOS DE JARDINERÍA;217;VILLAVERDE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;;;;;;;200.000,00;-70.000,00;130.000,00;30.000,00;100.000,00;0,00;0,00;0,00;0,00;0,00
;;001;012;46200;63599;2017/000250;2017/000250;EQUIPAMIENTO SERVICIOS INNOVACIÓN ABIERTA LA N@VE;217;VILLAVERDE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;;;;;;;0,00;7.809,44;7.809,44;0,00;0,00;7.809,44;7.809,44;7.809,44;0,00;7.809,44
;;001;012;46200;63600;2017/000352;2017/000352;CENTRO DE INNOVACIÓN LA N@VE. EQUIPOS DE COMUNICACIÓN;217;VILLAVERDE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;;;;;;;0,00;230.369,87;230.369,87;0,00;0,00;230.369,87;230.369,87;230.369,87;0,00;0,00
;;001;012;46200;64099;2017/000256;2017/000256;TECNOLOGÍA INNOVADORA Y PRECOMERCIAL. ADQUISICIÓN;998;VARIOS DISTRITOS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;;;;;;;3.300.000,00;-1.383.000,00;1.917.000,00;417.000,00;1.500.000,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92000;62300;2017/000221;2017/000221;EQUIPAMIENTO SERVICIOS GERENCIA DE LA CIUDAD;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1.000,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92000;62301;2017/000227;2017/000227;SERVICIOS GERENCIA DE LA CIUDAD. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;80.000,00;0,00;80.000,00;5.000,00;75.000,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92000;62302;2017/000221;2017/000221;EQUIPAMIENTO SERVICIOS GERENCIA DE LA CIUDAD;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1.000,00;27.877,77;28.877,77;10.000,00;10.000,00;8.877,77;8.877,77;8.877,77;0,00;8.877,77
;;001;016;92000;62400;2017/000231;2017/000231;ELEMENTOS TRANSPORTE SERVICIOS GERENCIA DE LA CIUDAD;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92000;62500;2017/000221;2017/000221;EQUIPAMIENTO SERVICIOS GERENCIA DE LA CIUDAD;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;30.000,00;-2.854,90;27.145,10;10.000,00;0,00;17.145,10;17.145,10;17.145,10;0,00;0,00
;;001;016;92000;62599;2017/000221;2017/000221;EQUIPAMIENTO SERVICIOS GERENCIA DE LA CIUDAD;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;18.000,00;37.645,49;55.645,49;21.634,00;0,00;34.011,49;34.011,49;19.564,82;0,00;19.564,82
;;001;016;92000;62901;2017/000232;2017/000232;SEÑALÉTICA EDIFICIOS GERENCIA DE LA CIUDAD;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;3.000,00;0,00;3.000,00;3.000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;016;92000;63200;2017/000698;2017/000698;EDIFICIO PLAZA DE LA VILLA, 5. ADECUACIÓN ACOMETIDA AGUA;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;2.000,00;2.000,00;320,86;0,00;1.679,14;1.679,14;1.679,14;0,00;1.679,14
;;001;016;92000;63301;2016/000726;2016/000726;SERVICIOS ADMINISTRATIVOS GERENCIA DE LA CIUDAD. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;36.479,56;36.479,56;0,00;0,00;36.479,56;36.479,56;36.297,16;0,00;36.297,16
;;001;016;92000;63301;2016/000774;2016/000774;PABELLÓN JARDINES CECILIO RODRÍGUEZ. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;3.453,00;3.453,00;0,37;0,00;3.452,63;3.452,63;3.452,63;0,00;3.452,63
;;001;016;92000;63301;2017/000227;2017/000227;SERVICIOS GERENCIA DE LA CIUDAD. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;350.000,00;-111.932,56;238.067,44;64.694,44;119.685,66;53.687,34;53.687,34;53.687,34;0,00;7.708,56
;;001;027;23100;62301;2016/000646;2016/000646;SERVICIOS ADMINISTRATIVOS EQUIDAD, DERECHOS SOCIALES Y EMPLEO. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;28.303,34;28.303,34;0,00;0,00;28.303,34;28.303,34;28.303,34;0,00;28.303,34
;;001;027;23100;62301;2017/000168;2017/000168;SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;81.000,00;-78.696,57;2.303,43;2.303,43;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23100;62301;2017/000168;2017/010168;EDIFICIO SEDE ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;5.655,50;5.655,50;0,00;0,00;5.655,50;5.655,50;5.655,50;0,00;5.655,50
;;001;027;23100;62301;2017/000168;2017/020168;EDIFICIO SEDE SAMUR SOCIAL. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;37.384,09;37.384,09;0,00;0,00;37.384,09;37.384,09;37.384,09;0,00;37.384,09
;;001;027;23100;62301;2017/000168;2017/030168;EDIFICIO PALACETE DE LA QUINTA DE LOS MOLINOS. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;37.206,98;37.206,98;0,00;0,00;37.206,98;37.206,98;37.206,98;0,00;0,00
;;001;027;23100;62500;2017/000179;2017/000179;EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1.500,00;2.000,00;3.500,00;923,75;0,00;2.576,25;2.576,25;2.576,25;0,00;2.576,25
;;001;027;23100;62599;2017/000179;2017/000179;EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;2.000,00;2.000,00;1.259,46;0,00;740,54;740,54;740,54;0,00;740,54
;;001;027;23100;63200;2017/000170;2017/000170;EDIFICIOS DEL AREA DE EQUIDAD, DERECHOS SOCIALES Y EMPLEO. OBRAS DE REFORMA;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;94.000,00;0,00;94.000,00;0,00;94.000,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23100;63301;2017/000168;2017/000168;SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO. INSTALACIONES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;443.000,00;-197.855,03;245.144,97;24.028,52;205.690,00;15.426,45;15.426,45;15.426,45;0,00;15.426,45
;;001;027;23100;63500;2017/000179;2017/000179;EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;35.000,00;0,00;35.000,00;14.904,83;20.000,00;95,17;95,17;95,17;0,00;95,17
;;001;027;23100;63599;2017/000179;2017/000179;EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;15.600,00;0,00;15.600,00;14.962,69;0,00;637,31;637,31;637,31;0,00;637,31
;;001;027;23101;62500;2017/000164;2017/000164;ESPACIOS DE IGUALDAD Y OBSERVATORIO VIOLENCIA DE GENERO. MOBILIARIO;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;04;ATENCIÓN SOCIAL A LA MUJER;;;;;;;100.000,00;-100.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23102;62500;2017/000225;2017/000225;CENTROS DE ATENCIÓN A MENORES Y FAMILIAS. MOBILIARIO;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;280.000,00;-280.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23102;62500;2017/000234;2017/000234;EQUIPAMIENTO CENTROS JUVENILES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;15.000,00;-15.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23102;62500;2017/000601;2017/000601;CONSEJO LOCAL DE JUVENTUD. MOBILIARIO;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;15.000,00;-15.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23102;62599;2017/000225;2017/000225;CENTROS DE ATENCIÓN A MENORES Y FAMILIAS. MOBILIARIO;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;0,00;259.352,99;259.352,99;16.023,99;243.329,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23102;62599;2017/000225;2017/030225;CENTRO SOCIOEDUCATIVO ADOLESCENTES Y JÓVENES VILLAVERDE. MOBILIARIO;217;VILLAVERDE;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;0,00;4.976,53;4.976,53;0,00;0,00;4.976,53;4.976,53;4.621,67;0,00;0,00
;;001;027;23102;62599;2017/000234;2017/000234;EQUIPAMIENTO CENTROS JUVENILES;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;15.000,00;-15.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23102;62599;2017/001394;2017/001394;CENTRO DE OCIO ADOLESCENTE EN EL PARQUE DEL EMIR MOHAMED I. MOBILIARIO Y ENSERES;201;CENTRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;0,00;3.917,62;3.917,62;0,00;0,00;3.917,62;3.917,62;3.917,62;0,00;0,00
;;001;027;23102;62599;2017/001395;2017/001395;CENTRO DE OCIO ADOLESCENTES EN EL CENTRO CULTURAL LA VAGUADA. MOBILIARIO Y ENSERES;208;FUENCARRAL-EL PARDO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;0,00;3.917,62;3.917,62;0,00;0,00;3.917,62;3.917,62;3.917,62;0,00;0,00
;;001;027;23102;62599;2017/001396;2017/001396;CENTRO DE OCIO ADOLESCENTE EN BILIOTECA PÚBLICA MIGUEL DELIBES. MOBILIARIO Y ENSERES;214;MORATALAZ;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;0,00;3.917,62;3.917,62;0,00;0,00;3.917,62;3.917,62;3.917,62;0,00;0,00
;;001;027;23102;62599;2017/001397;2017/001397;CENTRO DE OCIO ADOLESCENTE EN CENTRO SOCIOCULTURAL SANTA PETRONILA. MOBILIARIO Y ENSERES;217;VILLAVERDE;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;0,00;3.917,62;3.917,62;0,00;0,00;3.917,62;3.917,62;3.917,62;0,00;0,00
;;001;027;23102;62901;2017/000236;2017/000236;SERVICIOS Y PROGRAMAS DE ATENCIÓN A MENORES, JOVENES Y FAMILIAS. SEÑALIZACIÓN;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23102;62901;2017/000266;2017/000266;NUEVOS CENTROS JUVENILES. SEÑALIZACIÓN;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;1.500,00;-1.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23103;62599;2016/000403;2016/040403;CENTRO DE DÍA DE MAYORES BARRIO AEROPUERTO. MOBILIARIO Y ENSERES;221;BARAJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;1.626,24;1.626,24;0,00;0,00;1.626,24;1.626,24;1.626,24;0,00;1.626,24
;;001;027;23103;62599;2017/000255;2017/000255;EQUIPAMIENTO CENTROS DE DÍA DE MAYORES Y CENTROS DE MAYORES;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;641.897,00;-42.615,86;599.281,14;99.281,14;500.000,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23103;62599;2017/000255;2017/030255;EQUIPAMIENTO CENTRO DE MAYORES SAN LUCIANO;217;VILLAVERDE;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;14.028,04;14.028,04;0,00;0,00;14.028,04;14.028,04;14.028,04;0,00;14.028,04
;;001;027;23103;62599;2017/001550;2017/001550;CENTRO MAYORES CIUDAD DE MADRID. ADQUISICIÓN ARCHIVADORES PARA GABINETES PODOLOGÍA;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;5.181,58;5.181,58;5.181,58;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23103;63599;2017/000260;2017/000260;EQUIPAMIENTO GABINETES PODOLOGICOS CENTROS MUNICIPALES DE MAYORES;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23106;62200;2017/001385;2017/001385;ELEMENTOS MODULARES PARA ALOJAMIENTO TEMPORAL EN SITUACION DE EMERGENCIA SOCIAL;220;SAN BLAS-CANILLEJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;15.000,00;15.000,00;15.000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23106;62300;2017/000215;2017/000215;EQUIPAMIENTO CENTROS DE ATENCIÓN A PERSONAS SIN HOGAR;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;20.000,00;-2.934,25;17.065,75;17.065,75;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23106;62300;2017/000215;2017/010215;EQUIPAMIENTO CENTRO DE ACOGIDA PARA PERSONAS SIN HOGAR SAN ISIDRO;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;2.934,25;2.934,25;0,00;0,00;2.934,25;2.934,25;2.934,25;0,00;0,00
;;001;027;23106;62302;2017/000215;2017/000215;EQUIPAMIENTO CENTROS DE ATENCIÓN A PERSONAS SIN HOGAR;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;4.000,00;0,00;4.000,00;4.000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23106;62500;2016/000834;2016/000834;EQUIPAMIENTO OFICINA INTERMEDIACIÓN HIPOTECARIA;202;ARGANZUELA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;0,00;23.981,75;23.981,75;0,00;0,00;23.981,75;23.981,75;23.981,75;0,00;23.981,75
;;001;027;23106;62599;2017/000215;2017/000215;EQUIPAMIENTO CENTROS DE ATENCIÓN A PERSONAS SIN HOGAR;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;338.000,00;-245.503,13;92.496,87;92.496,87;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23106;62599;2017/000215;2017/010215;EQUIPAMIENTO CENTRO DE ACOGIDA PARA PERSONAS SIN HOGAR SAN ISIDRO;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;20.436,30;20.436,30;0,00;0,00;20.436,30;20.436,30;20.436,30;0,00;0,00
;;001;027;23106;62599;2017/000215;2017/020215;EQUIPAMIENTO CENTRO DE EMERGENCIAS PARA FAMILIAS;201;CENTRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;134.360,98;134.360,98;0,00;0,00;134.360,98;134.360,98;133.949,59;0,00;0,00
;;001;027;23106;62599;2017/000215;2017/030215;EQUIPAMIENTO CENTRAL DEL SAMUR SOCIAL;201;CENTRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;17.604,87;17.604,87;0,00;0,00;17.604,87;17.604,87;17.604,86;0,00;6.858,28
;;001;027;23106;62599;2017/000215;2017/040215;EQUIPAMIENTO CENTRO ABIERTO PARA PERSONAS SIN HOGAR LA ROSA;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;8.099,98;8.099,98;0,00;0,00;8.099,98;8.099,98;8.099,98;0,00;8.099,98
;;001;027;23106;62901;2017/000798;2017/000798;CENTRO DE EMERGENCIAS PARA FAMILIAS SAMUR SOCIAL. SEÑALIZACIÓN;201;CENTRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;08;SAMUR - SOCIAL;;;;;;;0,00;7.000,00;7.000,00;7.000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23106;63500;2017/000215;2017/000215;EQUIPAMIENTO CENTROS DE ATENCIÓN A PERSONAS SIN HOGAR;998;VARIOS DISTRITOS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;5.024,78;5.024,78;5.024,78;0,00;0,00;0,00;0,00;0,00;0,00
;;001;027;23106;63500;2017/000215;2017/010215;EQUIPAMIENTO CENTRO DE ACOGIDA PARA PERSONAS SIN HOGAR SAN ISIDRO;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;2.749,09;2.749,09;0,00;0,00;2.749,09;2.749,09;2.749,08;0,00;0,00
;;001;027;23106;63500;2017/000215;2017/030215;EQUIPAMIENTO CENTRAL DEL SAMUR SOCIAL;201;CENTRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;0,00;5.226,13;5.226,13;0,00;0,00;5.226,13;5.226,13;5.226,12;0,00;0,00
